Plate,Annotation
191121enzyme1,AS
191121enzyme1,AS
191121enzyme1,AS
191121enzyme1,CAS
191121enzyme1,CAS
191121enzyme1,CAS
191121enzyme2,0
191121enzyme2,0
191121enzyme2,0
191121enzyme2,0.25
191121enzyme2,0.25
191121enzyme2,0.25
191121enzyme2,0.5
191121enzyme2,0.5
191121enzyme2,0.5
191121enzyme2,0.75
191121enzyme2,0.75
191121enzyme2,0.75
191121enzyme2,1
191121enzyme2,1
191121enzyme2,1
191121enzyme2,2
191121enzyme2,2
191121enzyme2,2
191121enzyme2,5
191121enzyme2,5
191121enzyme2,5
191121enzyme2,10
191121enzyme2,10
191121enzyme2,10
191121enzyme2,25
191121enzyme2,25
191121enzyme2,25
191121enzyme2,50
191121enzyme2,50
191121enzyme2,50
191121enzyme2,75
191121enzyme2,75
191121enzyme2,75
191121enzyme2,100
191121enzyme2,100
191121enzyme2,100
191121enzyme2,h1g
191121enzyme2,h1g
191121enzyme2,h1g
191121enzyme2,h1g
191121enzyme2,h1g
191121enzyme2,h2g
191121enzyme2,h2g
191121enzyme2,h2g
191121enzyme2,h2g
191121enzyme2,h2g
191121enzyme2,h3g
191121enzyme2,h3g
191121enzyme2,h3g
191121enzyme2,h3g
191121enzyme2,h3g
191121enzyme2,h4g
191121enzyme2,h4g
191121enzyme2,h4g
191121enzyme2,h4g
191121enzyme2,h4g
191121enzyme2,h1c
191121enzyme2,h1c
191121enzyme2,h1c
191121enzyme2,h1c
191121enzyme2,h1c
191121enzyme2,h2c
191121enzyme2,h2c
191121enzyme2,h2c
191121enzyme2,h2c
191121enzyme2,h2c
191121enzyme2,h3c
191121enzyme2,h3c
191121enzyme2,h3c
191121enzyme2,h3c
191121enzyme2,h3c
191121enzyme2,h4c
191121enzyme2,h4c
191121enzyme2,h4c
191121enzyme2,h4c
191121enzyme2,h4c
191121enzyme2,AS
191121enzyme2,AS
191121enzyme2,AS
191121enzyme2,AS
191121enzyme2,AS
191121enzyme2,CAS
191121enzyme2,CAS
191121enzyme2,CAS
191121enzyme3,0
191121enzyme3,0
191121enzyme3,0
191121enzyme3,0.25
191121enzyme3,0.25
191121enzyme3,0.25
191121enzyme3,0.5
191121enzyme3,0.5
191121enzyme3,0.5
191121enzyme3,0.75
191121enzyme3,0.75
191121enzyme3,0.75
191121enzyme3,1
191121enzyme3,1
191121enzyme3,1
191121enzyme3,2
191121enzyme3,2
191121enzyme3,2
191121enzyme3,5
191121enzyme3,5
191121enzyme3,5
191121enzyme3,10
191121enzyme3,10
191121enzyme3,10
191121enzyme3,25
191121enzyme3,25
191121enzyme3,25
191121enzyme3,50
191121enzyme3,50
191121enzyme3,50
191121enzyme3,75
191121enzyme3,75
191121enzyme3,75
191121enzyme3,100
191121enzyme3,100
191121enzyme3,100
191121enzyme3,l1g
191121enzyme3,l1g
191121enzyme3,l1g
191121enzyme3,l1g
191121enzyme3,l1g
191121enzyme3,l2g
191121enzyme3,l2g
191121enzyme3,l2g
191121enzyme3,l2g
191121enzyme3,l2g
191121enzyme3,l3g
191121enzyme3,l3g
191121enzyme3,l3g
191121enzyme3,l3g
191121enzyme3,l3g
191121enzyme3,l4g
191121enzyme3,l4g
191121enzyme3,l4g
191121enzyme3,l4g
191121enzyme3,l4g
191121enzyme3,l1c
191121enzyme3,l1c
191121enzyme3,l1c
191121enzyme3,l1c
191121enzyme3,l1c
191121enzyme3,l2c
191121enzyme3,l2c
191121enzyme3,l2c
191121enzyme3,l2c
191121enzyme3,l2c
191121enzyme3,l3c
191121enzyme3,l3c
191121enzyme3,l3c
191121enzyme3,l3c
191121enzyme3,l3c
191121enzyme3,l4c
191121enzyme3,l4c
191121enzyme3,l4c
191121enzyme3,l4c
191121enzyme3,l4c
191121enzyme3,AS
191121enzyme3,AS
191121enzyme3,AS
191121enzyme3,AS
191121enzyme3,AS
191121enzyme3,CAS
191121enzyme3,CAS
191121enzyme3,CAS
191121enzyme4,0
191121enzyme4,0
191121enzyme4,0
191121enzyme4,0.25
191121enzyme4,0.25
191121enzyme4,0.25
191121enzyme4,0.5
191121enzyme4,0.5
191121enzyme4,0.5
191121enzyme4,0.75
191121enzyme4,0.75
191121enzyme4,0.75
191121enzyme4,1
191121enzyme4,1
191121enzyme4,1
191121enzyme4,2
191121enzyme4,2
191121enzyme4,2
191121enzyme4,5
191121enzyme4,5
191121enzyme4,5
191121enzyme4,10
191121enzyme4,10
191121enzyme4,10
191121enzyme4,25
191121enzyme4,25
191121enzyme4,25
191121enzyme4,50
191121enzyme4,50
191121enzyme4,50
191121enzyme4,75
191121enzyme4,75
191121enzyme4,75
191121enzyme4,100
191121enzyme4,100
191121enzyme4,100
191121enzyme4,p1g
191121enzyme4,p1g
191121enzyme4,p1g
191121enzyme4,p1g
191121enzyme4,p1g
191121enzyme4,p2g
191121enzyme4,p2g
191121enzyme4,p2g
191121enzyme4,p2g
191121enzyme4,p2g
191121enzyme4,p3g
191121enzyme4,p3g
191121enzyme4,p3g
191121enzyme4,p3g
191121enzyme4,p3g
191121enzyme4,p4g
191121enzyme4,p4g
191121enzyme4,p4g
191121enzyme4,p4g
191121enzyme4,p4g
191121enzyme4,p1c
191121enzyme4,p1c
191121enzyme4,p1c
191121enzyme4,p1c
191121enzyme4,p1c
191121enzyme4,p2c
191121enzyme4,p2c
191121enzyme4,p2c
191121enzyme4,p2c
191121enzyme4,p2c
191121enzyme4,p3c
191121enzyme4,p3c
191121enzyme4,p3c
191121enzyme4,p3c
191121enzyme4,p3c
191121enzyme4,p4c
191121enzyme4,p4c
191121enzyme4,p4c
191121enzyme4,p4c
191121enzyme4,p4c
191121enzyme4,AS
191121enzyme4,AS
191121enzyme4,AS
191121enzyme4,AS
191121enzyme4,AS
191121enzyme4,CAS
191121enzyme4,CAS
191121enzyme4,CAS
191121enzyme4,CAS
191121enzyme4,CAS
231121enzyme1,0
231121enzyme1,0
231121enzyme1,0
231121enzyme1,0.25
231121enzyme1,0.25
231121enzyme1,0.25
231121enzyme1,0.5
231121enzyme1,0.5
231121enzyme1,0.5
231121enzyme1,0.75
231121enzyme1,0.75
231121enzyme1,0.75
231121enzyme1,1
231121enzyme1,1
231121enzyme1,1
231121enzyme1,2
231121enzyme1,2
231121enzyme1,2
231121enzyme1,5
231121enzyme1,5
231121enzyme1,5
231121enzyme1,10
231121enzyme1,10
231121enzyme1,10
231121enzyme1,25
231121enzyme1,25
231121enzyme1,25
231121enzyme1,50
231121enzyme1,50
231121enzyme1,50
231121enzyme1,75
231121enzyme1,75
231121enzyme1,75
231121enzyme1,100
231121enzyme1,100
231121enzyme1,100
231121enzyme1,dS11
231121enzyme1,dS11
231121enzyme1,dS11
231121enzyme1,dS11
231121enzyme1,dS11
231121enzyme1,dS16
231121enzyme1,dS16
231121enzyme1,dS16
231121enzyme1,dS16
231121enzyme1,dS16
231121enzyme1,dS19
231121enzyme1,dS19
231121enzyme1,dS19
231121enzyme1,dS19
231121enzyme1,dS19
231121enzyme1,dS23
231121enzyme1,dS23
231121enzyme1,dS23
231121enzyme1,dS23
231121enzyme1,dS23
231121enzyme1,dS24
231121enzyme1,dS24
231121enzyme1,dS24
231121enzyme1,dS24
231121enzyme1,dS24
231121enzyme1,dS26
231121enzyme1,dS26
231121enzyme1,dS26
231121enzyme1,dS26
231121enzyme1,dS26
231121enzyme1,hS8
231121enzyme1,hS8
231121enzyme1,hS8
231121enzyme1,hS8
231121enzyme1,hS8
231121enzyme1,hS18
231121enzyme1,hS18
231121enzyme1,hS18
231121enzyme1,hS18
231121enzyme1,hS18
231121enzyme1,hS20
231121enzyme1,hS20
231121enzyme1,hS20
231121enzyme1,hS20
231121enzyme1,hS20
231121enzyme1,hS21
231121enzyme1,hS21
231121enzyme1,hS21
231121enzyme1,hS21
231121enzyme1,hS21
231121enzyme1,AS
231121enzyme1,AS
231121enzyme1,AS
231121enzyme1,AS
231121enzyme1,AS
231121enzyme1,CAS
231121enzyme1,CAS
231121enzyme1,CAS
231121enzyme1,CAS
231121enzyme1,CAS
231121enzyme2,0
231121enzyme2,0
231121enzyme2,0
231121enzyme2,0.25
231121enzyme2,0.25
231121enzyme2,0.25
231121enzyme2,0.5
231121enzyme2,0.5
231121enzyme2,0.5
231121enzyme2,0.75
231121enzyme2,0.75
231121enzyme2,0.75
231121enzyme2,1
231121enzyme2,1
231121enzyme2,1
231121enzyme2,2
231121enzyme2,2
231121enzyme2,2
231121enzyme2,5
231121enzyme2,5
231121enzyme2,5
231121enzyme2,10
231121enzyme2,10
231121enzyme2,10
231121enzyme2,25
231121enzyme2,25
231121enzyme2,25
231121enzyme2,50
231121enzyme2,50
231121enzyme2,50
231121enzyme2,75
231121enzyme2,75
231121enzyme2,75
231121enzyme2,100
231121enzyme2,100
231121enzyme2,100
231121enzyme2,hS23
231121enzyme2,hS23
231121enzyme2,hS23
231121enzyme2,hS23
231121enzyme2,hS23
231121enzyme2,hS33
231121enzyme2,hS33
231121enzyme2,hS33
231121enzyme2,hS33
231121enzyme2,hS33
231121enzyme2,d1
231121enzyme2,d1
231121enzyme2,d1
231121enzyme2,d1
231121enzyme2,d1
231121enzyme2,d2
231121enzyme2,d2
231121enzyme2,d2
231121enzyme2,d2
231121enzyme2,d2
231121enzyme2,d3
231121enzyme2,d3
231121enzyme2,d3
231121enzyme2,d3
231121enzyme2,d3
231121enzyme2,d4
231121enzyme2,d4
231121enzyme2,d4
231121enzyme2,d4
231121enzyme2,d4
231121enzyme2,d5
231121enzyme2,d5
231121enzyme2,d5
231121enzyme2,d5
231121enzyme2,d5
231121enzyme2,h1
231121enzyme2,h1
231121enzyme2,h1
231121enzyme2,h1
231121enzyme2,h1
231121enzyme2,h2
231121enzyme2,h2
231121enzyme2,h2
231121enzyme2,h2
231121enzyme2,h2
231121enzyme2,h3
231121enzyme2,h3
231121enzyme2,h3
231121enzyme2,h3
231121enzyme2,h3
231121enzyme2,AS
231121enzyme2,AS
231121enzyme2,AS
231121enzyme2,AS
231121enzyme2,AS
231121enzyme2,CAS
231121enzyme2,CAS
231121enzyme2,CAS
231121enzyme2,CAS
231121enzyme2,CAS
231121enzyme3,0
231121enzyme3,0
231121enzyme3,0
231121enzyme3,0.25
231121enzyme3,0.25
231121enzyme3,0.25
231121enzyme3,0.5
231121enzyme3,0.5
231121enzyme3,0.5
231121enzyme3,0.75
231121enzyme3,0.75
231121enzyme3,0.75
231121enzyme3,1
231121enzyme3,1
231121enzyme3,1
231121enzyme3,2
231121enzyme3,2
231121enzyme3,2
231121enzyme3,5
231121enzyme3,5
231121enzyme3,5
231121enzyme3,10
231121enzyme3,10
231121enzyme3,10
231121enzyme3,25
231121enzyme3,25
231121enzyme3,25
231121enzyme3,50
231121enzyme3,50
231121enzyme3,50
231121enzyme3,75
231121enzyme3,75
231121enzyme3,75
231121enzyme3,100
231121enzyme3,100
231121enzyme3,100
231121enzyme3,h4
231121enzyme3,h4
231121enzyme3,h4
231121enzyme3,h4
231121enzyme3,h4
231121enzyme3,h5
231121enzyme3,h5
231121enzyme3,h5
231121enzyme3,h5
231121enzyme3,h5
231121enzyme3,l1
231121enzyme3,l1
231121enzyme3,l1
231121enzyme3,l1
231121enzyme3,l1
231121enzyme3,l2
231121enzyme3,l2
231121enzyme3,l2
231121enzyme3,l2
231121enzyme3,l2
231121enzyme3,l3
231121enzyme3,l3
231121enzyme3,l3
231121enzyme3,l3
231121enzyme3,l3
231121enzyme3,l4
231121enzyme3,l4
231121enzyme3,l4
231121enzyme3,l4
231121enzyme3,l4
231121enzyme3,l5
231121enzyme3,l5
231121enzyme3,l5
231121enzyme3,l5
231121enzyme3,l5
231121enzyme3,p1
231121enzyme3,p1
231121enzyme3,p1
231121enzyme3,p1
231121enzyme3,p1
231121enzyme3,p2
231121enzyme3,p2
231121enzyme3,p2
231121enzyme3,p2
231121enzyme3,p2
231121enzyme3,p3
231121enzyme3,p3
231121enzyme3,p3
231121enzyme3,p3
231121enzyme3,p3
231121enzyme3,AS
231121enzyme3,AS
231121enzyme3,AS
231121enzyme3,AS
231121enzyme3,AS
231121enzyme3,CAS
231121enzyme3,CAS
231121enzyme3,CAS
231121enzyme3,CAS
231121enzyme3,CAS
231121enzyme4,0
231121enzyme4,0
231121enzyme4,0
231121enzyme4,0.25
231121enzyme4,0.25
231121enzyme4,0.25
231121enzyme4,0.5
231121enzyme4,0.5
231121enzyme4,0.5
231121enzyme4,0.75
231121enzyme4,0.75
231121enzyme4,0.75
231121enzyme4,1
231121enzyme4,1
231121enzyme4,1
231121enzyme4,2
231121enzyme4,2
231121enzyme4,2
231121enzyme4,5
231121enzyme4,5
231121enzyme4,5
231121enzyme4,10
231121enzyme4,10
231121enzyme4,10
231121enzyme4,25
231121enzyme4,25
231121enzyme4,25
231121enzyme4,50
231121enzyme4,50
231121enzyme4,50
231121enzyme4,75
231121enzyme4,75
231121enzyme4,75
231121enzyme4,100
231121enzyme4,100
231121enzyme4,100
231121enzyme4,p4
231121enzyme4,p4
231121enzyme4,p4
231121enzyme4,p4
231121enzyme4,p4
231121enzyme4,p5
231121enzyme4,p5
231121enzyme4,p5
231121enzyme4,p5
231121enzyme4,p5
231121enzyme4,plankton1
231121enzyme4,plankton1
231121enzyme4,plankton1
231121enzyme4,plankton1
231121enzyme4,plankton1
231121enzyme4,plankton2
231121enzyme4,plankton2
231121enzyme4,plankton2
231121enzyme4,plankton2
231121enzyme4,plankton2
231121enzyme4,plankton3
231121enzyme4,plankton3
231121enzyme4,plankton3
231121enzyme4,plankton3
231121enzyme4,plankton3
231121enzyme4,plankton4
231121enzyme4,plankton4
231121enzyme4,plankton4
231121enzyme4,plankton4
231121enzyme4,plankton4
231121enzyme4,plankton5
231121enzyme4,plankton5
231121enzyme4,plankton5
231121enzyme4,plankton5
231121enzyme4,plankton5
231121enzyme4,plankton6
231121enzyme4,plankton6
231121enzyme4,plankton6
231121enzyme4,plankton6
231121enzyme4,plankton6
231121enzyme4,AS
231121enzyme4,AS
231121enzyme4,AS
231121enzyme4,AS
231121enzyme4,AS
231121enzyme4,AS
231121enzyme4,AS
231121enzyme4,AS
231121enzyme4,AS
231121enzyme4,AS
231121enzyme4,CAS
231121enzyme4,CAS
231121enzyme4,CAS
231121enzyme4,CAS
231121enzyme4,CAS
231121enzyme4,CAS
231121enzyme4,CAS
261121enzyme1,0
261121enzyme1,0
261121enzyme1,0
261121enzyme1,0.25
261121enzyme1,0.25
261121enzyme1,0.25
261121enzyme1,0.5
261121enzyme1,0.5
261121enzyme1,0.5
261121enzyme1,0.75
261121enzyme1,0.75
261121enzyme1,0.75
261121enzyme1,1
261121enzyme1,1
261121enzyme1,1
261121enzyme1,2
261121enzyme1,2
261121enzyme1,2
261121enzyme1,5
261121enzyme1,5
261121enzyme1,5
261121enzyme1,10
261121enzyme1,10
261121enzyme1,10
261121enzyme1,25
261121enzyme1,25
261121enzyme1,25
261121enzyme1,50
261121enzyme1,50
261121enzyme1,50
261121enzyme1,75
261121enzyme1,75
261121enzyme1,75
261121enzyme1,100
261121enzyme1,100
261121enzyme1,100
261121enzyme1,sediment1
261121enzyme1,sediment1
261121enzyme1,sediment1
261121enzyme1,sediment1
261121enzyme1,sediment1
261121enzyme1,sediment2
261121enzyme1,sediment2
261121enzyme1,sediment2
261121enzyme1,sediment2
261121enzyme1,sediment2
261121enzyme1,sediment3
261121enzyme1,sediment3
261121enzyme1,sediment3
261121enzyme1,sediment3
261121enzyme1,sediment3
261121enzyme1,sediment4
261121enzyme1,sediment4
261121enzyme1,sediment4
261121enzyme1,sediment4
261121enzyme1,sediment4
261121enzyme1,sediment5
261121enzyme1,sediment5
261121enzyme1,sediment5
261121enzyme1,sediment5
261121enzyme1,sediment5
261121enzyme1,sediment6
261121enzyme1,sediment6
261121enzyme1,sediment6
261121enzyme1,sediment6
261121enzyme1,sediment6
261121enzyme1,sediment7
261121enzyme1,sediment7
261121enzyme1,sediment7
261121enzyme1,sediment7
261121enzyme1,sediment7
261121enzyme1,sediment8
261121enzyme1,sediment8
261121enzyme1,sediment8
261121enzyme1,sediment8
261121enzyme1,sediment8
261121enzyme1,sediment9
261121enzyme1,sediment9
261121enzyme1,sediment9
261121enzyme1,sediment9
261121enzyme1,sediment9
261121enzyme1,AS
261121enzyme1,AS
261121enzyme1,AS
261121enzyme1,AS
261121enzyme1,AS
261121enzyme1,CAS
261121enzyme1,CAS
261121enzyme1,CAS
261121enzyme2,0
261121enzyme2,0
261121enzyme2,0
261121enzyme2,0.25
261121enzyme2,0.25
261121enzyme2,0.25
261121enzyme2,0.5
261121enzyme2,0.5
261121enzyme2,0.5
261121enzyme2,0.75
261121enzyme2,0.75
261121enzyme2,0.75
261121enzyme2,1
261121enzyme2,1
261121enzyme2,1
261121enzyme2,2
261121enzyme2,2
261121enzyme2,2
261121enzyme2,5
261121enzyme2,5
261121enzyme2,5
261121enzyme2,10
261121enzyme2,10
261121enzyme2,10
261121enzyme2,25
261121enzyme2,25
261121enzyme2,25
261121enzyme2,50
261121enzyme2,50
261121enzyme2,50
261121enzyme2,75
261121enzyme2,75
261121enzyme2,75
261121enzyme2,100
261121enzyme2,100
261121enzyme2,100
261121enzyme2,sediment10
261121enzyme2,sediment10
261121enzyme2,sediment10
261121enzyme2,sediment10
261121enzyme2,sediment10
261121enzyme2,sediment11
261121enzyme2,sediment11
261121enzyme2,sediment11
261121enzyme2,sediment11
261121enzyme2,sediment11
261121enzyme2,sediment12
261121enzyme2,sediment12
261121enzyme2,sediment12
261121enzyme2,sediment12
261121enzyme2,sediment12
261121enzyme2,plankton7
261121enzyme2,plankton7
261121enzyme2,plankton7
261121enzyme2,plankton7
261121enzyme2,plankton7
261121enzyme2,plankton8
261121enzyme2,plankton8
261121enzyme2,plankton8
261121enzyme2,plankton8
261121enzyme2,plankton8
261121enzyme2,plankton9
261121enzyme2,plankton9
261121enzyme2,plankton9
261121enzyme2,plankton9
261121enzyme2,plankton9
261121enzyme2,plankton10
261121enzyme2,plankton10
261121enzyme2,plankton10
261121enzyme2,plankton10
261121enzyme2,plankton10
261121enzyme2,plankton11
261121enzyme2,plankton11
261121enzyme2,plankton11
261121enzyme2,plankton11
261121enzyme2,plankton11
261121enzyme2,plankton12
261121enzyme2,plankton12
261121enzyme2,plankton12
261121enzyme2,plankton12
261121enzyme2,plankton12
261121enzyme2,AS
261121enzyme2,AS
261121enzyme2,AS
261121enzyme2,AS
261121enzyme2,AS
261121enzyme2,CAS
261121enzyme2,CAS
261121enzyme2,CAS
261121enzyme2,CAS
281021enzyme1,0
281021enzyme1,0
281021enzyme1,0
281021enzyme1,0.1
281021enzyme1,0.1
281021enzyme1,0.1
281021enzyme1,0.25
281021enzyme1,0.25
281021enzyme1,0.25
281021enzyme1,0.5
281021enzyme1,0.5
281021enzyme1,0.5
281021enzyme1,0.75
281021enzyme1,0.75
281021enzyme1,0.75
281021enzyme1,1
281021enzyme1,1
281021enzyme1,1
281021enzyme1,2
281021enzyme1,2
281021enzyme1,2
281021enzyme1,5
281021enzyme1,5
281021enzyme1,5
281021enzyme1,10
281021enzyme1,10
281021enzyme1,10
281021enzyme1,50
281021enzyme1,50
281021enzyme1,50
281021enzyme1,100
281021enzyme1,100
281021enzyme1,100
281021enzyme1,1000
281021enzyme1,1000
281021enzyme1,1000
281021enzyme1,dS1
281021enzyme1,dS1
281021enzyme1,dS1
281021enzyme1,dS1
281021enzyme1,dS1
281021enzyme1,dS2
281021enzyme1,dS2
281021enzyme1,dS2
281021enzyme1,dS2
281021enzyme1,dS2
281021enzyme1,dS3
281021enzyme1,dS3
281021enzyme1,dS3
281021enzyme1,dS3
281021enzyme1,dS3
281021enzyme1,hS1
281021enzyme1,hS1
281021enzyme1,hS1
281021enzyme1,hS1
281021enzyme1,hS1
281021enzyme1,hS2
281021enzyme1,hS2
281021enzyme1,hS2
281021enzyme1,hS2
281021enzyme1,hS2
281021enzyme1,hS3
281021enzyme1,hS3
281021enzyme1,hS3
281021enzyme1,hS3
281021enzyme1,hS3
281021enzyme1,CAS
281021enzyme1,CAS
281021enzyme1,CAS
281021enzyme1,CMQ
281021enzyme1,CMQ
281021enzyme1,CMQ
281021enzyme3,0
281021enzyme3,0
281021enzyme3,0
281021enzyme3,0.1
281021enzyme3,0.1
281021enzyme3,0.1
281021enzyme3,0.25
281021enzyme3,0.25
281021enzyme3,0.25
281021enzyme3,0.5
281021enzyme3,0.5
281021enzyme3,0.5
281021enzyme3,0.75
281021enzyme3,0.75
281021enzyme3,0.75
281021enzyme3,1
281021enzyme3,1
281021enzyme3,1
281021enzyme3,2
281021enzyme3,2
281021enzyme3,2
281021enzyme3,5
281021enzyme3,5
281021enzyme3,5
281021enzyme3,10
281021enzyme3,10
281021enzyme3,10
281021enzyme3,50
281021enzyme3,50
281021enzyme3,50
281021enzyme3,100
281021enzyme3,100
281021enzyme3,100
281021enzyme3,1000
281021enzyme3,1000
281021enzyme3,1000
281021enzyme3,lS1
281021enzyme3,lS1
281021enzyme3,lS1
281021enzyme3,lS1
281021enzyme3,lS1
281021enzyme3,lS2
281021enzyme3,lS2
281021enzyme3,lS2
281021enzyme3,lS2
281021enzyme3,lS2
281021enzyme3,lS3
281021enzyme3,lS3
281021enzyme3,lS3
281021enzyme3,lS3
281021enzyme3,lS3
281021enzyme3,pS1
281021enzyme3,pS1
281021enzyme3,pS1
281021enzyme3,pS1
281021enzyme3,pS1
281021enzyme3,pS2
281021enzyme3,pS2
281021enzyme3,pS2
281021enzyme3,pS2
281021enzyme3,pS2
281021enzyme3,pS3
281021enzyme3,pS3
281021enzyme3,pS3
281021enzyme3,pS3
281021enzyme3,pS3
281021enzyme3,CAS
281021enzyme3,CAS
281021enzyme3,CAS
281021enzyme3,CMQ
281021enzyme3,CMQ
281021enzyme3,CMQ
281021enzyme5,0
281021enzyme5,0
281021enzyme5,0
281021enzyme5,0.1
281021enzyme5,0.1
281021enzyme5,0.1
281021enzyme5,0.25
281021enzyme5,0.25
281021enzyme5,0.25
281021enzyme5,0.5
281021enzyme5,0.5
281021enzyme5,0.5
281021enzyme5,0.75
281021enzyme5,0.75
281021enzyme5,0.75
281021enzyme5,1
281021enzyme5,1
281021enzyme5,1
281021enzyme5,2
281021enzyme5,2
281021enzyme5,2
281021enzyme5,5
281021enzyme5,5
281021enzyme5,5
281021enzyme5,10
281021enzyme5,10
281021enzyme5,10
281021enzyme5,50
281021enzyme5,50
281021enzyme5,50
281021enzyme5,100
281021enzyme5,100
281021enzyme5,100
281021enzyme5,1000
281021enzyme5,1000
281021enzyme5,1000
281021enzyme5,d1
281021enzyme5,d1
281021enzyme5,d1
281021enzyme5,d1
281021enzyme5,d1
281021enzyme5,d2
281021enzyme5,d2
281021enzyme5,d2
281021enzyme5,d2
281021enzyme5,d2
281021enzyme5,d3
281021enzyme5,d3
281021enzyme5,d3
281021enzyme5,d3
281021enzyme5,d3
281021enzyme5,h1
281021enzyme5,h1
281021enzyme5,h1
281021enzyme5,h1
281021enzyme5,h1
281021enzyme5,h2
281021enzyme5,h2
281021enzyme5,h2
281021enzyme5,h2
281021enzyme5,h2
281021enzyme5,h3
281021enzyme5,h3
281021enzyme5,h3
281021enzyme5,h3
281021enzyme5,h3
281021enzyme5,CAS
281021enzyme5,CAS
281021enzyme5,CAS
281021enzyme5,CMQ
281021enzyme5,CMQ
281021enzyme5,CMQ
281021enzyme7,0
281021enzyme7,0
281021enzyme7,0
281021enzyme7,0.1
281021enzyme7,0.1
281021enzyme7,0.1
281021enzyme7,0.25
281021enzyme7,0.25
281021enzyme7,0.25
281021enzyme7,0.5
281021enzyme7,0.5
281021enzyme7,0.5
281021enzyme7,0.75
281021enzyme7,0.75
281021enzyme7,0.75
281021enzyme7,1
281021enzyme7,1
281021enzyme7,1
281021enzyme7,2
281021enzyme7,2
281021enzyme7,2
281021enzyme7,5
281021enzyme7,5
281021enzyme7,5
281021enzyme7,10
281021enzyme7,10
281021enzyme7,10
281021enzyme7,50
281021enzyme7,50
281021enzyme7,50
281021enzyme7,100
281021enzyme7,100
281021enzyme7,100
281021enzyme7,1000
281021enzyme7,1000
281021enzyme7,1000
281021enzyme7,l1
281021enzyme7,l1
281021enzyme7,l1
281021enzyme7,l1
281021enzyme7,l1
281021enzyme7,l2
281021enzyme7,l2
281021enzyme7,l2
281021enzyme7,l2
281021enzyme7,l2
281021enzyme7,l3
281021enzyme7,l3
281021enzyme7,l3
281021enzyme7,l3
281021enzyme7,l3
281021enzyme7,p1
281021enzyme7,p1
281021enzyme7,p1
281021enzyme7,p1
281021enzyme7,p1
281021enzyme7,p2
281021enzyme7,p2
281021enzyme7,p2
281021enzyme7,p2
281021enzyme7,p2
281021enzyme7,p3
281021enzyme7,p3
281021enzyme7,p3
281021enzyme7,p3
281021enzyme7,p3
281021enzyme7,CAS
281021enzyme7,CAS
281021enzyme7,CAS
281021enzyme7,CMQ
281021enzyme7,CMQ
281021enzyme7,CMQ
301121enzyme1,0
301121enzyme1,0
301121enzyme1,0
301121enzyme1,0.25
301121enzyme1,0.25
301121enzyme1,0.25
301121enzyme1,0.5
301121enzyme1,0.5
301121enzyme1,0.5
301121enzyme1,0.75
301121enzyme1,0.75
301121enzyme1,0.75
301121enzyme1,1
301121enzyme1,1
301121enzyme1,1
301121enzyme1,2
301121enzyme1,2
301121enzyme1,2
301121enzyme1,5
301121enzyme1,5
301121enzyme1,5
301121enzyme1,10
301121enzyme1,10
301121enzyme1,10
301121enzyme1,25
301121enzyme1,25
301121enzyme1,25
301121enzyme1,50
301121enzyme1,50
301121enzyme1,50
301121enzyme1,75
301121enzyme1,75
301121enzyme1,75
301121enzyme1,100
301121enzyme1,100
301121enzyme1,100
301121enzyme1,d1
301121enzyme1,d1
301121enzyme1,d1
301121enzyme1,d1
301121enzyme1,d1
301121enzyme1,d2
301121enzyme1,d2
301121enzyme1,d2
301121enzyme1,d2
301121enzyme1,d2
301121enzyme1,d3
301121enzyme1,d3
301121enzyme1,d3
301121enzyme1,d3
301121enzyme1,d3
301121enzyme1,d4
301121enzyme1,d4
301121enzyme1,d4
301121enzyme1,d4
301121enzyme1,d4
301121enzyme1,d5
301121enzyme1,d5
301121enzyme1,d5
301121enzyme1,d5
301121enzyme1,d5
301121enzyme1,h1
301121enzyme1,h1
301121enzyme1,h1
301121enzyme1,h1
301121enzyme1,h1
301121enzyme1,h2
301121enzyme1,h2
301121enzyme1,h2
301121enzyme1,h2
301121enzyme1,h2
301121enzyme1,h3
301121enzyme1,h3
301121enzyme1,h3
301121enzyme1,h3
301121enzyme1,h3
301121enzyme1,h4
301121enzyme1,h4
301121enzyme1,h4
301121enzyme1,h4
301121enzyme1,h4
301121enzyme1,h5
301121enzyme1,h5
301121enzyme1,h5
301121enzyme1,h5
301121enzyme1,h5
301121enzyme1,AS
301121enzyme1,AS
301121enzyme1,AS
301121enzyme1,AS
301121enzyme1,CMQ
301121enzyme1,CMQ
301121enzyme1,CMQ
301121enzyme1,CAS
301121enzyme1,CAS
301121enzyme1,CAS
301121enzyme2,0
301121enzyme2,0
301121enzyme2,0
301121enzyme2,0.25
301121enzyme2,0.25
301121enzyme2,0.25
301121enzyme2,0.5
301121enzyme2,0.5
301121enzyme2,0.5
301121enzyme2,0.75
301121enzyme2,0.75
301121enzyme2,0.75
301121enzyme2,1
301121enzyme2,1
301121enzyme2,1
301121enzyme2,2
301121enzyme2,2
301121enzyme2,2
301121enzyme2,5
301121enzyme2,5
301121enzyme2,5
301121enzyme2,10
301121enzyme2,10
301121enzyme2,10
301121enzyme2,25
301121enzyme2,25
301121enzyme2,25
301121enzyme2,50
301121enzyme2,50
301121enzyme2,50
301121enzyme2,75
301121enzyme2,75
301121enzyme2,75
301121enzyme2,100
301121enzyme2,100
301121enzyme2,100
301121enzyme2,l1
