User: USER,,
Path: C:\Program Files (x86)\BMG\CLARIOstar\User\Data\,,
Test ID: 397,,
Test Name: LUKA,,
Date: 09/11/2021,,
Time: 13:33:07,,
Fluorescence (FI),,
,,
,,
Well,Content, Raw Data (360-20/450-30)
A01,Sample X1,1611
A02,Sample X2,1674
A03,Sample X3,1811
A04,Sample X4,2647
A05,Sample X5,2673
A06,Sample X6,2786
A07,Sample X7,4344
A08,Sample X8,4554
A09,Sample X9,4328
A10,Sample X10,9104
A11,Sample X11,9171
A12,Sample X12,9631
B01,Sample X13,10758
B02,Sample X14,11079
B03,Sample X15,11003
B04,Sample X16,22430
B05,Sample X17,23157
B06,Sample X18,22237
B07,Sample X19,45394
B08,Sample X20,46655
B09,Sample X21,46395
B10,Sample X22,73661
B11,Sample X23,74777
B12,Sample X24,74481
C01,Sample X25,86864
C02,Sample X26,87795
C03,Sample X27,88320
C04,Sample X28,103630
C05,Sample X29,106393
C06,Sample X30,105493
C07,Sample X31,162888
C08,Sample X32,164179
C09,Sample X33,165530
C10,Sample X34,213006
C11,Sample X35,212622
C12,Sample X36,213279
D01,Sample X37,219766
D02,Sample X38,219225
D03,Sample X39,219546
D04,Sample X40,234903
D05,Sample X41,234558
D06,Sample X42,234912
D07,Sample X43,4970
D08,Sample X44,2778
D09,Sample X45,4416
D10,Sample X46,3359
D11,Sample X47,3154
D12,Sample X48,9243
E01,Sample X49,9848
E02,Sample X50,10526
E03,Sample X51,10376
E04,Sample X52,10529
E05,Sample X53,17301
E06,Sample X54,18659
E07,Sample X55,18010
E08,Sample X56,17955
E09,Sample X57,17480
E10,Sample X58,11452
E11,Sample X59,10567
E12,Sample X60,10400
F01,Sample X61,10166
F02,Sample X62,11367
F03,Sample X63,1629
F04,Sample X64,1604
F05,Sample X65,1682
F06,Sample X66,1727
F07,Sample X67,1807
F08,Sample X68,3294
F09,Sample X69,3340
F10,Sample X70,3363
F11,Sample X71,3435
F12,Sample X72,3518
G01,Sample X73,53536
G02,Sample X74,53506
G03,Sample X75,53254
G04,Sample X76,53201
G05,Sample X77,53039
G06,Sample X78,113472
G07,Sample X79,112708
G08,Sample X80,114197
G09,Sample X81,109628
G10,Sample X82,118673
G11,Sample X83,707
G12,Sample X84,192
H01,Sample X85,131
H02,Sample X86,118
H03,Sample X87,137
H04,Sample X88,760
H05,Sample X89,901
H06,Sample X90,782
H07,Sample X91,765
H08,Sample X92,1697
