User: USER,,
Path: C:\Program Files (x86)\BMG\CLARIOstar\User\Data\,,
Test ID: 348,,
Test Name: LUKA,,
Date: 19/10/2021,,
Time: 14:15:39,,
Fluorescence (FI),,
,,
,,
Well,Content, Raw Data (360-20/450-30)
A01,Sample X1,812
A02,Sample X2,1268
A03,Sample X3,3902
A04,Sample X4,4495
A05,Sample X5,5990
A06,Sample X6,11581
A07,Sample X7,14611
A08,Sample X8,32211
A09,Sample X9,86167
A10,Sample X10,191031
A11,Sample X11,234423
A12,Sample X12,234579
B01,Sample X13,269
B02,Sample X14,301
B03,Sample X15,254
B04,Sample X16,32096
B05,Sample X17,2731
B06,Sample X18,517
B07,Sample X19,177
B08,Sample X20,419
B09,Sample X21,181
B10,Sample X22,190
B11,Sample X23,191
B12,Sample X24,189
C01,Sample X25,256
C02,Sample X26,228
C03,Sample X27,222
C04,Sample X28,489
C05,Sample X29,470
C06,Sample X30,478
C07,Sample X31,236
C08,Sample X32,222
C09,Sample X33,221
C10,Sample X34,272
C11,Sample X35,262
C12,Sample X36,258
D01,Sample X37,158
D02,Sample X38,160
D03,Sample X39,313
D04,Sample X40,464
D05,Sample X41,446
D06,Sample X42,455
D07,Sample X43,179
D08,Sample X44,177
D09,Sample X45,175
D10,Sample X46,359
D11,Sample X47,366
D12,Sample X48,361
E01,Sample X49,722
E02,Sample X50,717
E03,Sample X51,637
E04,Sample X52,2333
E05,Sample X53,2269
E06,Sample X54,2267
E07,Sample X55,857
E08,Sample X56,823
E09,Sample X57,885
E10,Sample X58,1411
E11,Sample X59,1526
E12,Sample X60,1508
