User: USER,,
Path: C:\Program Files (x86)\BMG\CLARIOstar\User\Data\,,
Test ID: 415,,
Test Name: LUKA,,
Date: 19/11/2021,,
Time: 10:05:47,,
Fluorescence (FI),,
,,
,,
Well,Content, Raw Data (360-20/450-30)
A01,Sample X1,2103
A02,Sample X2,2344
A03,Sample X3,2351
A04,Sample X4,3714
A05,Sample X5,3858
A06,Sample X6,3712
A07,Sample X7,5293
A08,Sample X8,5355
A09,Sample X9,5408
A10,Sample X10,7495
A11,Sample X11,7156
A12,Sample X12,6970
B01,Sample X13,7883
B02,Sample X14,8229
B03,Sample X15,8349
B04,Sample X16,12402
B05,Sample X17,12747
B06,Sample X18,12640
B07,Sample X19,30463
B08,Sample X20,31160
B09,Sample X21,31075
B10,Sample X22,54746
B11,Sample X23,55902
B12,Sample X24,56312
C01,Sample X25,112186
C02,Sample X26,115096
C03,Sample X27,113031
C04,Sample X28,179701
C05,Sample X29,181156
C06,Sample X30,180037
C07,Sample X31,217538
C08,Sample X32,215151
C09,Sample X33,215145
C10,Sample X34,235765
C11,Sample X35,231154
C12,Sample X36,232434
D01,Sample X37,7187
D02,Sample X38,6038
D03,Sample X39,7629
D04,Sample X40,6636
D05,Sample X41,6264
D06,Sample X42,2310
D07,Sample X43,4291
D08,Sample X44,4136
D09,Sample X45,2992
D10,Sample X46,3231
D11,Sample X47,666
D12,Sample X48,839
E01,Sample X49,1782
E02,Sample X50,876
E03,Sample X51,867
E04,Sample X52,3744
E05,Sample X53,4314
E06,Sample X54,5463
E07,Sample X55,19345
E08,Sample X56,15617
E09,Sample X57,2291
E10,Sample X58,1847
E11,Sample X59,1985
E12,Sample X60,1815
F01,Sample X61,1839
F02,Sample X62,1417
F03,Sample X63,3777
F04,Sample X64,2298
F05,Sample X65,2455
F06,Sample X66,1766
F07,Sample X67,1421
F08,Sample X68,1297
F09,Sample X69,1176
F10,Sample X70,1319
F11,Sample X71,1641
F12,Sample X72,725
G01,Sample X73,866
G02,Sample X74,1221
G03,Sample X75,1115
G04,Sample X76,1012
G05,Sample X77,314
G06,Sample X78,687
G07,Sample X79,336
G08,Sample X80,239
G09,Sample X81,290
G10,Sample X82,671
G11,Sample X83,534
G12,Sample X84,518
